"time","T","I","V","NSs","F_I","NK","F_II","C_pro","C_anti","P","PLT","K","L","CD8_N","CD8_E","CD4","IgM","IgG","C_RBV","C_FAV_gut","C_FAV","C_FAVI_RTP","Hgb_drop","arm","sample_id"
9.5,0.00228627330395413,2.19121257325012e-11,31.8729415169441,1497.13092986485,5.44270409799444e-12,0.0232974261159874,0.00192136734805571,6.51389389983377e-06,7.50316575855826e-05,0.212200297583754,17746.0412913025,0.52644798766503,2.5508055571534,37.5987859791013,63.2174128387136,0.739447554136898,0.397877428625654,0.0696826835686545,0,0,0,0,0,"placebo",18
10,0.00262618887640755,6.624166259407e-12,8.26054251985489,963.895706553347,8.70463448832219e-13,0.0169987622316768,0.00140354575602386,4.76007295249347e-06,5.74013313122007e-05,0.186378001147561,18417.0668978972,0.477674817475388,2.10707322246898,34.6045655649081,62.2634974955688,0.69917516956902,0.393169576090955,0.0711019004048816,0,0,0,0,0,"placebo",18
10.5,0.0030012653103012,1.99666927584982e-12,2.14080966202405,620.583620696318,1.39215176103777e-13,0.0124029974800826,0.00102476286208589,3.4761567579085e-06,4.39131856921934e-05,0.171344640647989,19057.6775322051,0.44018412443662,1.74142615202924,31.8487931658648,61.1888660473689,0.661096131844617,0.388517428841086,0.072429038305408,0,0,0,0,0,"placebo",18
11,0.00341513844669552,6.00435617723053e-13,0.554794277538539,399.54948202193,2.22650294568851e-14,0.00904973811588819,0.00074799006262908,2.53759466311924e-06,3.35941482471727e-05,0.16197309096187,19668.7361797519,0.411409261949675,1.44039185060669,29.3124797136787,60.0126121000221,0.625090985152286,0.383920327747762,0.0736686767992694,0,0,0,0,0,"placebo",18
11.5,0.00387182093468409,1.80224320030022e-13,0.143771108630277,257.241382563195,3.56091685132555e-15,0.0066030618886825,0.00054588070375456,1.85205036768897e-06,2.56997090952415e-05,0.155531348600933,20251.3397883504,0.389319999100135,1.1926757653599,26.9781483552642,58.7518517634014,0.591046779578638,0.379377621481783,0.074825232620267,0,0,0,0,0,"placebo",18
12,0.00437574069322309,5.40140261431164e-14,0.0372561724131632,165.619358503905,5.6951567346936e-16,0.00481786608048086,0.000398345241952077,1.35154631781567e-06,1.9660241112048e-05,0.150572493598876,20806.6863901513,0.372334727576731,0.988879550457133,24.8297140258321,57.4219031570584,0.558856716778875,0.374888666420748,0.0759029592126814,0,0,0,0,0,"placebo",18
12.5,0.00493178371087718,1.61686560622243e-14,0.00965412635335826,106.630479271772,9.10886574111346e-17,0.00351531364702681,0.00029066906308224,9.86232558672614e-07,1.50399262293574e-05,0.146337338388318,21336.0013184682,0.359233808801632,0.821219822758079,22.8523726123073,56.0364505591484,0.528419814945136,0.370452826557866,0.076905946963852,0,0,0,0,0,"placebo",18
13,0.00554534138066713,4.83525392338836e-15,0.00250159495259579,68.6517519053047,1.45701355390995e-17,0.00256491771059837,0.00021209239418822,7.19632649297918e-07,1.15053272731195e-05,0.142433761046475,21840.4970818256,0.349083235591155,0.683270377465155,21.0324989433394,54.6076944726948,0.499640592021613,0.366069473411846,0.0778381241025723,0,0,0,0,0,"placebo",18
13.5,0.00622236276329454,1.44486579076989e-15,0.000648203523341417,44.1999611466103,2.33115537707986e-18,0.00187146966755709,0.000154754775686967,5.25088854537467e-07,8.80134036699606e-06,0.1386648193897,22321.3522479565,0.341171165258139,0.569736091614323,19.3575529029899,53.146488779385,0.472428766172645,0.361737985937851,0.0787032582017565,0,0,0,0,0,"placebo",18
14,0.00696941226582448,4.31488031706353e-16,0.000167956725291932,28.4571990191766,3.73213521413499e-19,0.00136550139698314,0.000112916880415437,3.83132772212454e-07,6.73279486545743e-06,0.134936725720522,22779.7009813475,0.334956895817768,0.476259525765888,17.815993021159,51.6624660555564,0.446698972564171,0.357457750439505,0.079504958224168,0,0,0,0,0,"placebo",18
14.5,0.00779373328922804,1.28783164772124e-16,4.35187860715745e-05,18.3215585957673,5.98450225992723e-20,0.00099632609499609,8.23893969981704e-05,2.79552072280427e-07,5.15037470481805e-06,0.131209647320681,23216.6285000239,0.330030694282144,0.399257961249247,16.3971969453325,50.1641520372122,0.422370495570052,0.353228160481946,0.0802466770510781,0,0,0,0,0,"placebo",18
15,0.00870331846018078,3.9108303965085e-17,1.12759472157793e-05,11.7959435075648,9.63208815506758e-21,0.000726960580758695,6.01149429136234e-05,2.03973795417503e-07,3.93984641389287e-06,0.127471458377107,23633.1697843708,0.326082596288839,0.335787353986592,15.0913882456502,48.6590701401929,0.39936701556319,0.349048616805906,0.0809317144354149,0,0,0,0,0,"placebo",18
15.5,0.00970698712756212,1.14882277501869e-17,2.92163699262378e-06,7.59456590791756,1.56250296509999e-21,0.000530420400672648,4.38624407145281e-05,1.48828136203041e-07,3.01381727317413e-06,0.123723785244192,24030.3100425573,0.322878393397386,0.283429423807354,13.8895690489254,47.1538368674554,0.3776163694971,0.344918527242799,0.0815632203231709,0,0,0,0,0,"placebo",18
16,0.0108144708749219,3.41907608119438e-18,7.56996805991156e-07,4.88959880801158,2.57567320290426e-22,0.000387016585061329,3.20038862374801e-05,1.0859132786599e-07,2.30542943633497e-06,0.119974631533521,24408.986097831,0.320241267038696,0.240198296172022,12.783458037432,45.6542488672044,0.357050324526885,0.34083730663083,0.0821441984894536,0,0,0,0,0,"placebo",18
16.5,0.012036507878027,1.01957410135297e-18,1.9613599170692e-07,3.14806360184669,4.37649658056104e-23,0.000282383250955809,2.33513716982775e-05,7.92327853610057e-08,1.7635353387314e-06,0.116234520949019,24770.0882338612,0.318037801926807,0.204463497362685,11.7654333852373,44.1653623429717,0.337604363959473,0.336804376732081,0.0826775104384997,0,0,0,0,0,"placebo",18
17,0.0133849470223107,3.04017854558505e-19,5.0817898744102e-08,2.02681341190033,7.83344109990777e-24,0.000206038458040324,1.7038130356823e-05,5.78115376609996e-08,1.34900647811855e-06,0.112514517249908,25114.4622418145,0.316167366971968,0.174886538494416,10.8284802388466,42.6915654592124,0.319217484861573,0.33281916615059,0.0831658795201342,0,0,0,0,0,"placebo",18
17.5,0.0148728627897807,9.06495644768742e-20,1.31665727134335e-08,1.30492046072122,1.51645602265837e-24,0.000150334150650374,1.24317250841296e-05,4.21816937814918e-08,1.03190936408314e-06,0.10882524265223,25442.911528596,0.314554070383021,0.150368744309426,9.96614238028988,41.2366443329998,0.301832006690473,0.328881110251389,0.0836118952184752,0,0,0,0,0,"placebo",18
18,0.0165146820293231,2.70293954371877e-20,3.41134862006629e-09,0.840145125735554,3.2431905447603e-25,0.000109689992182466,9.07070021100944e-06,3.07775077631614e-08,7.89344941651997e-07,0.105176424319995,25756.1992101162,0.31314067449225,0.130008362095901,9.17247773957145,39.8038431538289,0.285393390347348,0.324989651080509,0.0840180175720802,0,0,0,0,0,"placebo",18
18.5,0.0183263238395601,8.05983622945081e-21,8.83847799511791e-10,0.540909468220592,7.69109129422008e-26,8.00343390596339e-05,6.61835722277251e-06,2.24565404152028e-08,6.03795635054169e-07,0.101576717436788,26055.050149244,0.311883998245321,0.113065316063597,8.44201744993407,38.395918928866,0.269850067085429,0.321144237285927,0.0843865816881567,0,0,0,0,0,"placebo",18
19,0.0203253539205695,2.40351954924838e-21,2.28995645831982e-10,0.348252990816143,1.98993882002439e-26,5.83963523117244e-05,4.82902640941492e-06,1.63852183614943e-08,4.61860763278934e-07,0.0980336705965404,26340.1529179742,0.310751446718819,0.0989322533313528,7.76972816380152,37.0151913099353,0.25515327673631,0.317344324039447,0.0847198023168496,0,0,0,0,0,"placebo",18
19.5,0.0225311548910616,7.16822364107111e-22,5.93302026194996e-11,0.224215238816576,5.47472382811777e-27,4.26083853920701e-05,3.52345677897695e-06,1.19553310125083e-08,3.53289088297211e-07,0.0945537620524661,26612.1616743516,0.309718393212144,0.0871107635764683,7.15097736973306,35.6635879208388,0.241256914746905,0.313589372959508,0.0850197784549492,0,0,0,0,0,"placebo",18
20,0.024965114222406,2.13809435916505e-22,1.53717737841366e-11,0.144356185474057,1.56433539065922e-27,3.10888340440582e-05,2.5708593178603e-06,8.72310239899088e-09,2.70238688260424e-07,0.0911424689830692,26871.6979507879,0.30876620561347,0.077191850954135,6.58150147139966,34.3426855689709,0.228117387547203,0.309878852034907,0.0852884979515766,0,0,0,0,0,"placebo",18
20.5,0.0276508316117195,6.3782541627852e-23,3.98266460820241e-12,0.0929406425115657,4.56631246535913e-28,2.26836946238063e-05,1.87580492952026e-06,6.36473509617869e-09,2.067107464271e-07,0.0878043499163435,27119.3523537666,0.307880759249738,0.0688398998450499,6.05737640862632,33.0537476933763,0.215693475795097,0.306212235549421,0.085527842091499,0,0,0,0,0,"placebo",18
21,0.0306143478046953,1.90304741767774e-23,1.03187894182439e-12,0.0598378453959255,1.3481331439077e-28,1.65509585095589e-05,1.36866459437781e-06,4.64397307872345e-09,1.58116393166285e-07,0.0845431300566336,27355.6861767683,0.307051316854373,0.0617795106226592,5.57499061805908,31.7977583721813,0.203946205069285,0.302589004007319,0.0857395901346566,0,0,0,0,0,"placebo",18
0,0.000125531295851129,367879.486840051,17057252.4398443,267310.375905482,1.13498283345127e-05,0.489185862886906,0.0262491342963638,0.168149106792512,0.00218603995662415,29.3876045063496,7063.61640311031,4.04916329703227,24.8999648060405,66.2815628894572,48.8394863552364,1.0495640201312,0.423688855941882,0.02834929033614,0,0,0,0,0,"ribavirin",18
0.5,0.000136108084574633,335202.154008891,15638345.0145192,247766.089604622,1.19150757512468e-05,0.483813274803541,0.0260012549089035,0.153710266635836,0.0020480932653989,27.2602497100793,7314.49483439817,3.84275671301258,23.6930296678534,66.9245203563831,50.3509901361826,1.06065293407225,0.430536081205234,0.0305897214229283,0,0,0,0,0,"ribavirin",18
1,0.000148516662973334,302440.216297581,14214728.5822979,228115.295882867,1.25326291089275e-05,0.477611519505317,0.0257170582767503,0.139227638608881,0.00190874838191635,25.121459946634,7592.40156664678,3.63345039308412,22.4543024602689,67.5279308702317,51.8257840196618,1.07112143501471,0.436280791467283,0.032876984107802,0,0,0,0,0,"ribavirin",18
1.5,0.00016321939564369,269631.102624579,12788063.1545188,208382.012575482,1.32046228481918e-05,0.470384485526173,0.0253886726480181,0.124717917157228,0.0017682459081708,22.9738316698752,7898.57116499604,3.42169526961332,21.1882930600296,68.0939007068144,53.263405042375,1.08099949382783,0.4409123120703,0.035204318859017,0,0,0,0,0,"ribavirin",18
2,0.000180835017870235,236811.240537925,11359965.3658333,188589.671214651,1.39297381722614e-05,0.461865125103526,0.0250055413866183,0.110197353540315,0.00162680837193881,20.8199074496297,8234.79124747801,3.20789544420701,19.8990038520681,68.6243176218268,54.6635284815718,1.09031398101956,0.444423092573882,0.0375648257568588,0,0,0,0,0,"ribavirin",18
2.5,0.000202204998954731,204016.066362726,9932007.09928345,168761.108911436,1.46991464313256e-05,0.451680404876001,0.0245532074263878,0.0956817467035958,0.00148464343625211,18.6621698821071,8603.38141084259,2.99241804573583,18.5900133929928,69.1208048852014,56.0259473985572,1.09908796644933,0.446808533822003,0.0399514912384239,0,0,0,0,0,"ribavirin",18
3,0.000228493926418519,171280.138802392,8505717.36989616,148918.576725585,1.54879521976725e-05,0.43929244385858,0.0240113345326293,0.0811864704473391,0.00134194638870318,16.503038543379,9007.19793619559,2.77560059696907,17.2645450061748,69.5846281328784,57.3505492068257,1.10733930645704,0.448066824613947,0.042357211355682,0,0,0,0,0,"ribavirin",18
3.25,0.000250823347673543,154944.893013149,5575591.86677416,138998.868174974,2.85229003401829e-05,0.491424669941208,0.0243196091434047,0.0277298817252339,0.00123373330757875,14.8885355411928,9227.52558923814,2.40563758443388,15.7204929159486,69.804543502634,57.9986520999843,1.11127245879556,0.448273447368939,0.0435649768259351,58.6016736028934,0,0,0,0.057718864577615,"ribavirin",18
3.5,0.000284052630015976,138637.185566999,3881336.13089661,129083.759827732,3.43388937145319e-05,0.532517113412685,0.0253910409884615,0.0128917100212958,0.00110223512323853,12.8084861192155,9475.69762300053,2.08915233120714,14.2862102134823,70.0164948235227,58.6372852757829,1.11507761357733,0.448198791134711,0.0447748099180845,82.5111056307405,0,0,0,0.13838278138561,"ribavirin",18
3.75,0.00032446978420882,122361.32692823,2861905.90232783,119175.909168315,3.71371481051687e-05,0.563271519442502,0.0267521729840211,0.00824603890261413,0.000976589135866193,10.7571663929238,9756.34786984093,1.81761182428586,12.945877830634,70.2204052618241,59.2664449525269,1.11875351213066,0.447843353462692,0.0459858038221129,104.58311331487,0,0,0,0.239941819828901,"ribavirin",18
4,0.000370281144388951,106121.761469964,2208292.97334884,109277.972270665,3.85754615732741e-05,0.584288706680028,0.0281105964159212,0.00633188541967156,0.000863015024874725,8.92803504588876,10067.2524605982,1.58444111227487,11.6953320960766,70.4160653052641,59.8861233751596,1.122296913353,0.447207785992288,0.0471970473801586,124.958901534115,0,0,0,0.360506585401302,"ribavirin",18
4.25,0.000420659274866016,89923.2167482458,1753647.97620038,99392.628445462,3.92452540179955e-05,0.595922270197189,0.0292870367995953,0.00517732255014547,0.000761883625640461,7.37076919260571,10403.7752089523,1.38433841626492,10.5341670544131,70.6030479296853,60.4963038961478,1.12570132631724,0.446292895743102,0.0484076238426409,143.768823670728,0,0,0,0.498335851126207,"ribavirin",18
4.5,0.000475336909081327,73771.0002888216,1408363.40501687,89522.6258494997,3.92566256370034e-05,0.598195593298546,0.0301695522881625,0.0042518778577016,0.000672172229967389,6.07220101378844,10760.8917641124,1.21282920136979,9.46207176209718,70.780539019325,61.0969526063311,1.12895448248516,0.445099650879239,0.0496166081811533,161.133215523302,0,0,0,0.651825140140093,"ribavirin",18
4.75,0.000534403641326182,57671.6627152076,1124260.28278638,79670.8728557363,3.84414598638542e-05,0.590701523097442,0.0306823466005566,0.00340735285937682,0.000592619761382515,4.99607254103887,11134.0291886541,1.06603149335078,8.47750793272545,70.9469567099399,61.6880025749438,1.1320326776461,0.443629195681589,0.0508230613554592,177.163165177335,0,0,0,0.819496185430623,"ribavirin",18
5,0.000598194890846761,41634.753139616,875298.680529239,69840.6458702609,3.63708620613594e-05,0.572438613978682,0.0307632195299023,0.00259916126192582,0.000522018406731065,4.10149425817014,11519.3488131522,0.940536443211731,7.57749146965051,71.098941053803,62.2693198060157,1.13488581106039,0.441882887560049,0.0520260171190224,191.961223593563,0,0,0,0.999987201502518,"ribavirin",18
5.25,0.000667230671819139,25678.9400033566,647305.895697506,60036.1718184825,3.22333363216975e-05,0.541519419638038,0.0303447833109156,0.00181222423188918,0.000459278947217811,3.35075158928167,11913.7789167777,0.833343319785455,6.75782353570649,71.2278370062939,62.840612542705,1.13738561081932,0.439862400289697,0.053224445907083,205.622060751059,0,0,0,1.1920439017865,"ribavirin",18
5.5,0.000742183458851085,9870.07243278953,432621.182015735,50265.1039145105,2.45178217522254e-05,0.494638158425665,0.0293346192085374,0.00104141235708216,0.000403437365120675,2.71200021025328,12314.9437976365,0.741817559916995,6.01345467066003,71.2981950828592,63.4010701202658,1.13901337290287,0.437570136546763,0.054417110670588,218.233071379182,0,0,0,1.39451120650341,"ribavirin",18
5.75,0.000823836540352172,5.83702511927663e-08,235952.71593866,40689.1263270824,1.18854958481954e-05,0.428883695280462,0.0275971216113256,0.000347138215606191,0.000353659734345235,2.16027525373534,12721.0545242427,0.663657907280386,5.33884677496344,70.0609195662692,63.9401858344224,1.12542597196436,0.435030463891592,0.0555995221982713,229.874933961819,0,0,0,1.60632559046741,"ribavirin",18
6,0.000912254411962458,3.23438361500059e-08,120146.555956372,32648.5198502338,4.75318855351182e-06,0.366348350231444,0.0252304235306143,9.55989401931349e-05,0.00030953553490638,1.69300250920227,13130.5918600854,0.596894045594368,4.72853634865491,67.2133628468027,64.3959573151757,1.09435000598731,0.432449073734835,0.0567520823006786,240.622126980191,0,0,0,1.82650801659298,"ribavirin",18
6.25,0.00100669978556236,1.80721084173519e-08,61177.2539858,26196.8231973373,1.90087154764052e-06,0.312931246825412,0.022618156829788,3.02353271663853e-05,0.000270776237779633,1.31755704937568,13541.6524146033,0.539919966778731,4.17797659996512,64.4815420811833,64.7586791703424,1.06413212692514,0.429883001068907,0.0578710861066005,250.543405183753,0,0,0,2.05415741679641,"ribavirin",18
6.5,0.00110679596446403,1.00739979951099e-08,31150.2257891317,21020.0507956734,7.60187102225177e-07,0.267302865536104,0.0200066446343286,1.27752174679359e-05,0.000236834358260182,1.02577873574047,13952.1630141553,0.491400897077246,3.68313678064543,61.8607534055034,65.0339515775596,1.0347486420619,0.427332155002658,0.0589572573661995,259.702239589798,0,0,0,2.28844466975571,"ribavirin",18
